fragment18:3900-4673(+),NM_001288985.2,41.509,53,31,0,120,278,1823,1981,2.52e-10,57.0,66.04,3,2
fragment18:3900-4673(+),NM_001288985.2,22.807,57,44,0,426,596,2150,2320,2.52e-10,31.8,52.63,3,2
fragment18:3900-4673(+),NM_080283.4,38.182,55,34,0,120,284,1561,1725,2.96e-10,57.4,63.64,3,1
fragment18:3900-4673(+),NM_080283.4,21.429,70,55,0,387,596,1849,2058,2.96e-10,29.9,50.00,3,1
fragment18:3900-4673(+),NM_080283.4,80.000,10,2,0,17,46,1178,1207,2.96e-10,22.1,90.00,2,2
fragment18:3900-4673(+),NM_013851.3,37.037,54,34,0,117,278,1717,1878,5.70e-10,54.7,62.96,3,1
fragment18:3900-4673(+),NM_013851.3,24.561,57,43,0,426,596,2047,2217,5.70e-10,33.1,52.63,3,1
fragment18:3900-4673(+),NM_013851.3,30.137,73,51,0,138,356,4156,4374,1.47e-05,50.1,56.16,3,1
fragment18:3900-4673(+),NM_029020.3,36.538,52,33,0,126,281,1741,1896,9.58e-09,46.4,57.69,3,1
fragment18:3900-4673(+),NM_029020.3,38.095,42,26,0,471,596,2119,2244,9.58e-09,35.9,61.90,3,1
fragment18:3900-4673(+),NM_153145.5,41.176,51,30,0,126,278,1654,1806,9.72e-09,52.4,64.71,3,1
fragment18:3900-4673(+),NM_153145.5,24.561,57,43,0,426,596,1975,2145,9.72e-09,30.9,50.88,3,1
fragment18:3900-4673(+),NM_026180.3,41.176,34,20,0,138,239,382,483,4.07e-08,41.8,67.65,3,1
fragment18:3900-4673(+),NM_026180.3,23.457,81,62,0,447,689,733,975,4.07e-08,38.6,49.38,3,1
fragment18:3900-4673(+),NM_001377321.1,37.736,53,33,0,120,278,1772,1930,4.75e-08,50.1,60.38,3,2
fragment18:3900-4673(+),NM_001377321.1,24.242,66,50,0,399,596,2072,2269,4.75e-08,30.9,53.03,3,2
fragment18:3900-4673(+),NM_003742.4,37.037,54,34,0,120,281,1427,1588,1.25e-07,57.0,59.26,3,2
fragment18:3900-4673(+),NM_022437.3,38.889,36,22,0,132,239,345,452,1.41e-07,42.8,66.67,3,3
fragment18:3900-4673(+),NM_022437.3,22.222,81,63,0,447,689,702,944,1.41e-07,36.8,49.38,3,3
fragment18:3900-4673(+),NM_000492.4,41.860,43,25,0,129,257,1388,1516,4.11e-07,48.3,67.44,3,2
fragment18:3900-4673(+),NM_000492.4,35.135,37,24,0,471,581,1718,1828,4.11e-07,29.5,51.35,3,2
fragment18:3900-4673(+),NM_001393797.1,40.000,50,30,0,129,278,3878,4027,7.74e-06,42.3,58.00,3,2
fragment18:3900-4673(+),NM_001393797.1,26.667,45,33,0,474,608,4250,4384,7.74e-06,31.3,62.22,3,2
fragment18:3900-4673(+),NM_021041.3,31.148,61,42,0,105,287,2243,2425,1.97e-05,40.9,50.82,3,2
fragment18:3900-4673(+),NM_021041.3,37.931,29,18,0,471,557,2648,2734,1.97e-05,31.3,65.52,3,2
fragment18:3900-4673(+),NM_020297.4,31.148,61,42,0,105,287,2398,2580,3.04e-05,40.5,49.18,3,1
fragment18:3900-4673(+),NM_020297.4,37.931,29,18,0,471,557,2803,2889,3.04e-05,31.3,65.52,3,1
fragment18:3900-4673(+),NM_008991.4,38.636,44,27,0,129,260,1441,1572,3.17e-05,41.4,61.36,3,1
fragment18:3900-4673(+),NM_008991.4,28.070,57,41,0,387,557,1711,1881,3.17e-05,29.0,45.61,3,1
fragment18:3900-4673(+),NM_022169.5,20.312,128,102,0,354,737,814,1197,3.80e-05,48.7,48.44,3,1
fragment18:3900-4673(+),NM_005845.5,40.909,44,26,0,132,263,1419,1550,3.89e-05,45.1,63.64,3,3
fragment18:3900-4673(+),NM_005845.5,32.258,31,21,0,471,563,1746,1838,3.89e-05,25.8,58.06,3,3
fragment18:3900-4673(+),NM_021050.2,47.059,34,18,0,129,230,1455,1556,4.16e-05,40.0,67.65,3,3
fragment18:3900-4673(+),NM_021050.2,35.135,37,24,0,471,581,1785,1895,4.16e-05,30.9,51.35,3,3
fragment18:3900-4673(+),NM_002858.4,38.636,44,27,0,129,260,1453,1584,4.56e-05,40.9,63.64,3,1
fragment18:3900-4673(+),NM_002858.4,28.070,57,41,0,387,557,1723,1893,4.56e-05,29.0,45.61,3,1
fragment18:3900-4673(+),NM_001033336.3,40.909,44,26,0,132,263,1392,1523,5.17e-05,44.1,61.36,3,3
fragment18:3900-4673(+),NM_001033336.3,41.667,24,14,0,474,545,3648,3719,5.17e-05,26.3,70.83,3,3
fragment18:3900-4673(+),NM_001033336.3,51.429,35,17,0,250,146,1510,1406,0.001,43.7,62.86,-1,-2
fragment18:3900-4673(+),NM_147218.2,35.714,42,27,0,138,263,4129,4254,7.17e-05,47.8,71.43,3,1
fragment18:3900-4673(+),NM_001347081.2,31.343,67,46,0,63,263,2494,2694,8.11e-05,45.5,52.24,3,1
fragment18:3900-4673(+),NM_001347081.2,28.205,39,28,0,426,542,5905,6021,8.11e-05,24.4,53.85,3,1
fragment18:3900-4673(+),NM_000443.4,35.714,56,36,0,462,629,1647,1814,9.85e-05,47.3,64.29,3,3
fragment18:3900-4673(+),NM_000443.4,33.929,56,37,0,462,629,3573,3740,0.012,40.5,57.14,3,3
fragment18:3900-4673(+),NM_008830.2,35.714,56,36,0,462,629,1778,1945,9.85e-05,47.3,64.29,3,2
fragment18:3900-4673(+),NM_170680.2,37.500,48,30,0,126,269,3899,4042,1.18e-04,41.4,62.50,3,2
fragment18:3900-4673(+),NM_170680.2,27.500,40,29,0,474,593,4271,4390,1.18e-04,24.0,57.50,3,2
fragment18:3900-4673(+),NM_170680.2,27.273,33,24,0,398,496,4170,4268,1.18e-04,23.5,48.48,2,3
fragment18:3900-4673(+),NM_170680.2,43.243,37,21,0,153,263,1961,2071,0.002,36.8,62.16,3,2
fragment18:3900-4673(+),NM_170680.2,38.710,31,19,0,471,563,2276,2368,0.002,27.6,58.06,3,2
fragment18:3900-4673(+),NM_004996.4,38.462,52,32,0,129,284,4061,4216,1.45e-04,41.4,59.62,3,2
fragment18:3900-4673(+),NM_004996.4,35.000,40,26,0,474,593,4433,4552,1.45e-04,27.6,57.50,3,2
fragment18:3900-4673(+),NM_004996.4,36.364,44,28,0,132,263,2117,2248,0.001,37.7,54.55,3,2
fragment18:3900-4673(+),NM_004996.4,32.258,31,21,0,471,563,2444,2536,0.001,28.1,61.29,3,2
fragment18:3900-4673(+),NM_003786.4,45.455,33,18,0,132,230,1986,2084,1.73e-04,40.9,66.67,3,3
fragment18:3900-4673(+),NM_003786.4,31.034,29,20,0,471,557,2313,2399,1.73e-04,27.6,65.52,3,3
fragment18:3900-4673(+),NM_138955.3,19.531,128,103,0,354,737,733,1116,1.86e-04,46.4,47.66,3,1
fragment18:3900-4673(+),NM_001163941.2,33.929,56,37,0,462,629,1762,1929,2.55e-04,46.0,66.07,3,1
fragment18:3900-4673(+),NM_172232.4,41.026,39,23,0,141,257,4052,4168,3.51e-04,45.5,71.79,3,2
fragment18:3900-4673(+),NM_173076.3,30.000,50,35,0,132,281,4499,4648,3.67e-04,42.8,62.00,3,2
fragment18:3900-4673(+),NM_173076.3,57.895,19,8,0,621,677,5003,5059,3.67e-04,25.4,73.68,3,2
fragment18:3900-4673(+),NM_018795.2,37.778,45,28,0,132,266,1935,2069,3.79e-04,37.3,60.00,3,3
fragment18:3900-4673(+),NM_018795.2,31.707,41,28,0,474,596,4203,4325,3.79e-04,29.9,56.10,3,3
fragment18:3900-4673(+),NM_080284.3,35.714,42,27,0,138,263,4109,4234,4.82e-04,45.1,69.05,3,2
fragment18:3900-4673(+),NM_011076.3,35.714,56,36,0,462,629,1908,2075,4.82e-04,45.1,62.50,3,3
fragment18:3900-4673(+),NM_011075.2,35.714,56,36,0,462,629,1734,1901,4.82e-04,45.1,62.50,3,3
fragment18:3900-4673(+),NM_001198934.2,43.243,37,21,0,153,263,2095,2205,5.21e-04,37.7,62.16,3,1
fragment18:3900-4673(+),NM_001198934.2,38.710,31,19,0,471,563,2410,2502,5.21e-04,29.0,61.29,3,1
fragment18:3900-4673(+),NM_008576.3,36.364,44,28,0,132,263,2019,2150,6.07e-04,39.1,56.82,3,3
fragment18:3900-4673(+),NM_008576.3,32.258,31,21,0,471,563,2346,2438,6.07e-04,27.6,61.29,3,3
fragment18:3900-4673(+),NM_000352.6,39.535,43,26,0,123,251,2146,2274,6.90e-04,37.3,53.49,3,1
fragment18:3900-4673(+),NM_000352.6,34.483,29,19,0,471,557,2560,2646,6.90e-04,29.0,68.97,3,1
fragment18:3900-4673(+),NM_001363187.1,31.818,44,30,0,132,263,2002,2133,7.02e-04,38.6,59.09,3,1
fragment18:3900-4673(+),NM_001363187.1,31.034,29,20,0,471,557,2329,2415,7.02e-04,27.6,65.52,3,1
fragment18:3900-4673(+),NM_001403104.1,39.535,43,26,0,123,251,2145,2273,0.001,36.8,53.49,3,3
fragment18:3900-4673(+),NM_001403104.1,34.483,29,19,0,471,557,2562,2648,0.001,29.0,68.97,3,3
fragment18:3900-4673(+),NM_001171.6,37.778,45,28,0,132,266,1996,2130,0.001,36.3,60.00,3,1
fragment18:3900-4673(+),NM_001171.6,32.500,40,27,0,474,593,4273,4392,0.001,29.5,57.50,3,1
fragment18:3900-4673(+),NM_175210.3,27.273,55,40,0,132,296,4409,4573,0.001,40.9,58.18,3,2
fragment18:3900-4673(+),NM_175210.3,57.895,19,8,0,621,677,4913,4969,0.001,25.4,73.68,3,2
fragment18:3900-4673(+),NM_019112.4,29.167,72,51,0,66,281,2631,2846,0.002,40.0,44.44,3,3
fragment18:3900-4673(+),NM_019112.4,45.455,22,12,0,621,686,3195,3260,0.002,25.4,68.18,3,3
fragment18:3900-4673(+),NM_013854.1,36.957,46,29,0,120,257,1917,2054,0.002,43.2,65.22,3,3
fragment18:3900-4673(+),NM_001025091.2,36.957,46,29,0,120,257,1955,2092,0.003,42.3,63.04,3,2
fragment18:3900-4673(+),NM_009593.2,20.769,130,103,0,354,743,659,1048,0.003,42.3,47.69,3,2
fragment18:3900-4673(+),NM_147219.2,38.462,39,24,0,141,257,4205,4321,0.003,42.3,69.23,3,2
fragment18:3900-4673(+),NM_172912.4,40.000,50,30,0,129,278,3460,3609,0.003,42.3,58.00,3,1
fragment18:3900-4673(+),NM_011994.4,42.857,35,20,0,129,233,1682,1786,0.004,41.8,68.57,3,2
fragment18:3900-4673(+),NM_011994.4,24.490,49,37,0,411,557,1976,2122,0.004,22.1,42.86,3,2
fragment18:3900-4673(+),NM_005164.4,42.857,35,20,0,129,233,1665,1769,0.004,41.8,68.57,3,3
fragment18:3900-4673(+),NM_005164.4,24.490,49,37,0,411,557,1959,2105,0.004,22.1,42.86,3,3
fragment18:3900-4673(+),NM_016818.3,20.769,130,103,0,354,743,661,1050,0.004,41.8,46.92,3,1
fragment18:3900-4673(+),NM_031884.2,47.059,34,18,0,129,230,343,444,0.006,41.4,64.71,3,1
fragment18:3900-4673(+),NM_019625.4,43.182,44,25,0,462,593,2188,2319,0.012,40.5,63.64,3,1
fragment18:3900-4673(+),NM_007189.3,34.884,43,28,0,129,257,1319,1447,0.012,40.5,65.12,3,2
fragment18:3900-4673(+),NM_022436.3,47.059,34,18,0,129,230,362,463,0.012,40.5,64.71,3,2
fragment18:3900-4673(+),NM_013853.2,34.884,43,28,0,129,257,1410,1538,0.012,40.5,65.12,3,3
fragment18:3900-4673(+),NM_019875.2,43.182,44,25,0,462,593,2151,2282,0.012,40.5,63.64,3,3
fragment18:3900-4673(+),NM_019552.2,33.962,53,35,0,471,629,2110,2268,0.013,40.0,60.38,3,1
fragment18:3900-4673(+),NM_019552.2,63.636,11,4,0,339,371,1057,1089,0.013,21.7,90.91,3,1
fragment18:3900-4673(+),NM_001031621.3,26.866,67,49,0,396,596,2016,2216,0.015,37.7,52.24,3,3
fragment18:3900-4673(+),NM_001031621.3,37.037,27,17,0,606,686,2220,2300,0.015,24.0,59.26,3,3
fragment18:3900-4673(+),NM_175940.3,51.724,29,14,0,243,157,875,961,0.021,38.2,65.52,-2,2
fragment18:3900-4673(+),NM_175940.3,45.833,24,13,0,529,458,2,73,0.021,23.1,62.50,-1,2
fragment18:3900-4673(+),NM_007435.2,37.209,43,27,0,129,257,1899,2027,0.022,39.6,60.47,3,3
fragment18:4102-4206(+),NM_147220.2,46.875,32,17,0,3,98,1820,1915,0.003,37.9,68.75,3,2
fragment18:4102-4206(+),NM_080283.4,50.000,28,14,0,3,86,1642,1725,0.010,36.1,71.43,3,1
fragment18:4886-5095(+),NM_152762.3,35.556,45,29,0,71,205,231,365,0.025,36.3,48.89,2,3
fragment18:4908-5102(+),NM_152762.3,35.556,45,29,0,49,183,231,365,0.021,36.3,48.89,1,3
fragment18:5099-5488(-),NM_004341.5,42.222,45,26,0,155,289,3958,4092,0.002,41.8,57.78,2,1
fragment18:5099-5488(-),NM_023525.3,42.222,45,26,0,155,289,3934,4068,0.002,41.8,57.78,2,1
fragment18:5211-5327(-),NM_004341.5,50.000,34,17,0,2,103,3964,4065,0.001,39.1,64.71,2,1
fragment18:5211-5327(-),NM_023525.3,50.000,34,17,0,2,103,3940,4041,0.001,39.1,64.71,2,1
fragment18:5525-5686(-),NM_023525.3,42.553,47,27,0,13,153,3610,3750,7.35e-06,46.9,53.19,1,1
fragment18:5525-5686(-),NM_023525.3,34.783,46,30,0,16,153,2011,2148,0.039,34.5,54.35,1,1
fragment18:5525-5686(-),NM_004341.5,40.426,47,28,0,13,153,3634,3774,9.32e-05,43.2,51.06,1,1
fragment18:5525-5686(-),NM_004341.5,34.783,46,30,0,16,153,2035,2172,0.039,34.5,54.35,1,1
fragment18:5525-5686(-),NM_001875.5,39.024,41,25,0,13,135,3709,3831,0.011,36.3,53.66,1,1
fragment18:5525-5686(-),NM_001875.5,34.783,46,30,0,16,153,2083,2220,0.028,35.0,54.35,1,1
fragment18:5525-5686(-),NM_001080809.2,39.024,41,25,0,13,135,3712,3834,0.011,36.3,53.66,1,1
fragment18:5525-5686(-),NM_001080809.2,34.783,46,30,0,16,153,2086,2223,0.021,35.4,54.35,1,1
fragment18:5525-5686(-),NM_001166501.1,77.778,9,2,0,48,74,7019,7045,0.041,27.6,100.00,3,2
fragment18:5525-5686(-),NM_001166501.1,50.000,16,8,0,108,155,7384,7431,0.041,24.4,56.25,3,1
fragment18:5540-5659(+),NM_023525.3,42.105,38,22,0,115,2,3625,3738,0.011,35.9,52.63,-3,1
fragment18:5568-5696(+),NM_023525.3,50.000,32,16,0,104,9,3610,3705,4.59e-04,40.5,62.50,-2,1
fragment18:5568-5696(+),NM_004341.5,46.875,32,17,0,104,9,3634,3729,0.006,36.8,59.38,-2,1
fragment18:5693-6043(-),NM_001080809.2,32.039,103,70,0,1,309,3346,3654,1.74e-13,74.8,56.31,1,1
fragment18:5693-6043(-),NM_001080809.2,35.065,77,50,0,7,237,1726,1956,2.81e-07,54.2,48.05,1,1
fragment18:5693-6043(-),NM_001875.5,31.068,103,71,0,1,309,3343,3651,2.21e-12,71.2,54.37,1,1
fragment18:5693-6043(-),NM_001875.5,34.884,86,56,0,7,264,1723,1980,1.08e-07,55.6,46.51,1,1
fragment18:5693-6043(-),NM_023525.3,31.250,96,66,0,16,303,3259,3546,7.88e-12,69.3,55.21,1,1
fragment18:5693-6043(-),NM_023525.3,30.682,88,61,0,1,264,1645,1908,3.86e-07,53.8,47.73,1,1
fragment18:5693-6043(-),NM_004341.5,30.208,96,67,0,16,303,3283,3570,1.00e-10,65.7,54.17,1,1
fragment18:5693-6043(-),NM_004341.5,31.818,88,60,0,1,264,1669,1932,7.88e-08,56.1,48.86,1,1
fragment18:5693-6043(-),NM_001347.4,34.884,43,28,0,58,186,4391,4263,0.049,36.8,51.16,1,-1
fragment18:5761-5907(+),NM_023525.3,45.238,42,23,0,138,13,3382,3507,3.07e-07,51.0,66.67,-1,1
fragment18:5761-5907(+),NM_023525.3,38.462,39,24,0,129,13,1792,1908,0.011,35.9,56.41,-1,1
fragment18:5761-5907(+),NM_004341.5,42.857,42,24,0,138,13,3406,3531,3.89e-06,47.3,64.29,-1,1
fragment18:5761-5907(+),NM_004341.5,41.026,39,23,0,129,13,1816,1932,0.002,38.2,58.97,-1,1
fragment18:5761-5907(+),NM_001080809.2,46.667,30,16,0,129,40,3493,3582,4.94e-05,43.7,83.33,-1,1
fragment18:5761-5907(+),NM_001875.5,43.333,30,17,0,129,40,3490,3579,8.61e-04,39.6,76.67,-1,1
fragment18:5761-5907(+),NM_001008230.3,34.286,35,23,0,119,15,47,151,0.006,29.7,54.29,-2,2
fragment18:5761-5907(+),NM_001008230.3,83.333,6,1,0,19,2,1206,1223,0.006,23.1,83.33,-3,3
fragment18:5761-5907(+),NM_027585.2,85.714,7,1,0,22,2,1085,1105,0.026,25.8,85.71,-3,2
fragment18:5761-5907(+),NM_027585.2,58.824,17,7,0,123,73,8,58,0.026,24.4,70.59,-1,2
fragment18:5817-5954(+),NM_001080809.2,43.182,44,25,0,135,4,3433,3564,7.97e-07,49.6,70.45,-2,1
fragment18:5817-5954(+),NM_023525.3,37.209,43,27,0,129,1,3337,3465,3.90e-06,47.3,65.12,-2,1
fragment18:5817-5954(+),NM_001875.5,40.909,44,26,0,135,4,3430,3561,1.39e-05,45.5,65.91,-2,1
fragment18:5817-5954(+),NM_004341.5,34.884,43,28,0,129,1,3361,3489,4.95e-05,43.7,62.79,-2,1
fragment18:5820-5942(-),NM_023525.3,42.424,33,19,0,20,118,3361,3459,2.64e-05,44.6,72.73,2,1
fragment18:5820-5942(-),NM_001080809.2,40.000,40,24,0,2,121,3445,3564,1.29e-04,42.3,67.50,2,1
fragment18:5820-5942(-),NM_004341.5,39.394,33,20,0,20,118,3385,3483,3.35e-04,40.9,69.70,2,1
fragment18:5820-5942(-),NM_001875.5,37.500,40,25,0,2,121,3442,3561,0.002,38.2,62.50,2,1
fragment18:6046-6195(-),NM_004341.5,42.857,49,28,0,2,148,3118,3264,1.56e-05,45.5,55.10,2,1
fragment18:6046-6195(-),NM_004341.5,40.476,42,25,0,2,127,1501,1626,0.009,36.3,57.14,2,1
fragment18:6046-6195(-),NM_023525.3,42.857,49,28,0,2,148,3094,3240,1.56e-05,45.5,55.10,2,1
fragment18:6046-6195(-),NM_023525.3,40.476,42,25,0,2,127,1477,1602,0.002,38.6,59.52,2,1
fragment18:6046-6195(-),NM_001875.5,44.898,49,27,0,2,148,3193,3339,2.94e-05,44.6,55.10,2,1
fragment18:6046-6195(-),NM_001875.5,44.118,34,19,0,126,25,1673,1572,0.002,32.2,55.88,-2,-2
fragment18:6046-6195(-),NM_001875.5,66.667,9,3,0,138,112,3329,3303,0.002,23.5,88.89,-2,-2
fragment18:6046-6195(-),NM_001875.5,45.714,35,19,0,23,127,1570,1674,0.005,37.3,68.57,2,1
fragment18:6046-6195(-),NM_001080809.2,44.898,49,27,0,2,148,3196,3342,5.56e-05,43.7,55.10,2,1
fragment18:6046-6195(-),NM_001080809.2,42.857,35,20,0,23,127,1573,1677,0.032,34.5,68.57,2,1
fragment18:6059-6211(+),NM_004341.5,46.809,47,25,0,146,6,3106,3246,2.51e-07,51.5,59.57,-3,1
fragment18:6059-6211(+),NM_004341.5,41.860,43,25,0,137,9,1498,1626,0.002,38.6,58.14,-3,1
fragment18:6059-6211(+),NM_023525.3,46.809,47,25,0,146,6,3082,3222,2.51e-07,51.5,59.57,-3,1
fragment18:6059-6211(+),NM_023525.3,41.860,43,25,0,137,9,1474,1602,3.74e-04,40.9,60.47,-3,1
fragment18:6059-6211(+),NM_001875.5,46.809,47,25,0,146,6,3181,3321,8.95e-07,49.6,59.57,-3,1
fragment18:6059-6211(+),NM_001875.5,38.636,44,27,0,140,9,1543,1674,0.003,37.7,59.09,-3,1
fragment18:6059-6211(+),NM_001875.5,39.535,43,26,0,10,138,1673,1545,0.004,33.1,48.84,1,-2
fragment18:6059-6211(+),NM_001875.5,62.500,8,3,0,1,24,3326,3303,0.004,21.7,87.50,1,-2
fragment18:6059-6211(+),NM_001080809.2,46.809,47,25,0,146,6,3184,3324,1.69e-06,48.7,59.57,-3,1
fragment18:6059-6211(+),NM_001080809.2,36.364,44,28,0,140,9,1546,1677,0.023,35.0,59.09,-3,1
fragment18:6108-6212(-),NM_001875.5,61.538,26,10,0,1,78,3175,3252,2.63e-04,41.3,76.92,1,1
fragment18:6108-6212(-),NM_001080809.2,61.538,26,10,0,1,78,3178,3255,2.63e-04,41.3,76.92,1,1
fragment18:6108-6212(-),NM_004341.5,56.000,25,11,0,1,75,3100,3174,0.002,38.1,72.00,1,1
fragment18:6108-6212(-),NM_023525.3,56.000,25,11,0,1,75,3076,3150,0.002,38.1,72.00,1,1
fragment18:6235-6351(-),NM_004341.5,50.000,28,14,0,22,105,2986,3069,4.60e-04,40.5,75.00,1,1
fragment18:6235-6351(-),NM_004341.5,45.455,33,18,0,7,105,1354,1452,0.006,36.8,60.61,1,1
fragment18:6235-6351(-),NM_023525.3,50.000,28,14,0,22,105,2962,3045,4.60e-04,40.5,75.00,1,1
fragment18:6235-6351(-),NM_023525.3,45.455,33,18,0,7,105,1330,1428,0.006,36.8,60.61,1,1
fragment18:6235-6351(-),NM_001080809.2,43.333,30,17,0,22,111,3064,3153,0.006,36.8,66.67,1,1
fragment18:6235-6351(-),NM_001080809.2,53.571,28,13,0,22,105,1411,1494,0.015,35.4,64.29,1,1
fragment18:6235-6351(-),NM_001875.5,53.571,28,13,0,22,105,1408,1491,0.015,35.4,64.29,1,1
fragment18:6235-6351(-),NM_001875.5,40.000,30,18,0,22,111,3061,3150,0.015,35.4,66.67,1,1
fragment18:6242-6343(+),NM_004341.5,50.000,28,14,0,85,2,2986,3069,4.63e-04,40.5,75.00,-2,1
fragment18:6242-6343(+),NM_004341.5,46.667,30,16,0,91,2,1363,1452,0.011,35.9,63.33,-2,1
fragment18:6242-6343(+),NM_023525.3,50.000,28,14,0,85,2,2962,3045,4.63e-04,40.5,75.00,-2,1
fragment18:6242-6343(+),NM_023525.3,46.667,30,16,0,91,2,1339,1428,0.011,35.9,63.33,-2,1
fragment18:6242-6343(+),NM_001080809.2,42.857,28,16,0,85,2,3064,3147,0.008,36.3,67.86,-2,1
fragment18:6242-6343(+),NM_001080809.2,53.571,28,13,0,85,2,1411,1494,0.015,35.4,64.29,-2,1
fragment18:6242-6343(+),NM_001875.5,53.571,28,13,0,85,2,1408,1491,0.015,35.4,64.29,-2,1
fragment18:6242-6343(+),NM_001875.5,39.286,28,17,0,85,2,3061,3144,0.021,35.0,67.86,-2,1
fragment18:6575-6721(+),NM_004341.5,41.860,43,25,0,141,13,2584,2712,3.32e-04,40.9,67.44,-3,1
fragment18:6575-6721(+),NM_023525.3,41.860,43,25,0,141,13,2560,2688,3.32e-04,40.9,67.44,-3,1
fragment18:6600-6770(+),NM_004341.5,43.590,39,22,0,118,2,2584,2700,0.005,37.7,66.67,-2,1
fragment18:6600-6770(+),NM_023525.3,43.590,39,22,0,118,2,2560,2676,0.005,37.7,66.67,-2,1
fragment18:6604-6726(-),NM_004341.5,45.946,37,20,0,8,118,2584,2694,0.004,37.3,67.57,2,1
fragment18:6604-6726(-),NM_023525.3,45.946,37,20,0,8,118,2560,2670,0.004,37.3,67.57,2,1
fragment18:6710-6928(-),NM_001875.5,45.238,42,23,0,3,128,2449,2574,1.36e-05,47.3,66.67,3,1
fragment18:6710-6928(-),NM_001080809.2,45.238,42,23,0,3,128,2452,2577,1.36e-05,47.3,66.67,3,1
fragment18:6710-6928(-),NM_004341.5,41.304,46,27,0,3,140,2398,2535,1.25e-04,44.1,58.70,3,1
fragment18:6710-6928(-),NM_004341.5,43.182,44,25,0,3,134,3967,4098,2.37e-04,43.2,59.09,3,1
fragment18:6710-6928(-),NM_023525.3,41.304,46,27,0,3,140,2374,2511,1.25e-04,44.1,58.70,3,1
